ID,decision,interview_inform_ratio,interview_assert_ratio,interview_tell_ratio,interview_remark_ratio,interview_think_ratio,interview_guess_ratio,interview_blame_ratio,interview_praise_ratio,interview_appreciation_ratio,interview_recommend_ratio,interview_suggest_ratio,interview_hope_ratio,interview_anger_calmdown_ratio,interview_astonishment_ratio,interview_love_fascinate_ratio,interview_hate_disappoint_ratio,interview_fear_ratio,interview_offense_ratio,interview_sadness_joy_ratio,interview_bore_entertain_ratio,interview_attitudinal_positive_ratio,interview_attitudinal_neutral_ratio,interview_attitudinal_negative_ratio
KotaSai145,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020768431983385254,0.0,0.0,0.0010384215991692627,0.0,0.0,0.0010384215991692627,0.0,0.0,0.0,0.0,0.0,0.004153686396677051,0.003115264797507788,0.0
KotaSai146,reject,0.001563721657544957,0.0,0.0007818608287724785,0.0,0.00547302580140735,0.0,0.0,0.0,0.001563721657544957,0.0,0.0007818608287724785,0.0007818608287724785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003127443315089914,0.0007818608287724785,0.0
KotaSai147,select,0.0,0.0,0.000968054211035818,0.0,0.000968054211035818,0.0,0.0,0.0,0.002904162633107454,0.0,0.0,0.000968054211035818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003872216844143272,0.001936108422071636,0.0
KotaSai148,select,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005787037037037037,0.0023148148148148147,0.0
KotaSai149,select,0.0,0.0,0.0011641443538998836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KotaSai150,reject,0.004228329809725159,0.0,0.0,0.0010570824524312897,0.012684989429175475,0.0,0.0,0.0,0.0010570824524312897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171247357293869,0.007399577167019027,0.0
KotaSai151,reject,0.0,0.0,0.0011376564277588168,0.0,0.006825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022753128555176336,0.0,0.0
KotaSai152,reject,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007526881720430108,0.0,0.0
KotaSai153,select,0.0,0.0,0.001001001001001001,0.0,0.001001001001001001,0.001001001001001001,0.0,0.0,0.001001001001001001,0.0,0.0,0.002002002002002002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004004004004004004,0.004004004004004004,0.0
KotaSai154,select,0.0010070493454179255,0.0,0.0,0.0,0.0030211480362537764,0.0,0.0,0.0,0.0010070493454179255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030211480362537764,0.004028197381671702,0.0
KotaSai155,select,0.0010787486515641855,0.0,0.0,0.0,0.0010787486515641855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010787486515641855,0.0010787486515641855,0.0
KotaSai156,reject,0.0011376564277588168,0.0,0.0011376564277588168,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006825938566552901,0.004550625711035267,0.0
KotaSai157,reject,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0025348542458808617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025348542458808617,0.0025348542458808617,0.0
KotaSai158,select,0.0,0.0,0.0,0.0,0.0010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010309278350515464,0.0,0.0,0.0,0.0010309278350515464,0.0,0.005154639175257732,0.003092783505154639,0.0
KotaSai159,reject,0.0,0.0,0.0,0.0,0.007700770077007701,0.0,0.0,0.0,0.0033003300330033004,0.0,0.0,0.0011001100110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500550055005501,0.0044004400440044,0.0
KotaSai160,reject,0.0011049723756906078,0.0,0.0011049723756906078,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0022099447513812156,0.0,0.0,0.0011049723756906078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066298342541436465,0.0033149171270718232,0.0
KotaSai161,select,0.0,0.0,0.0028929604628736743,0.0,0.0028929604628736743,0.0,0.0,0.0,0.0019286403085824494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003857280617164899,0.0019286403085824494,0.0
KotaSai162,reject,0.0009066183136899365,0.0,0.0,0.0,0.008159564823209429,0.0,0.0,0.0,0.0027198549410698096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004533091568449683,0.005439709882139619,0.0
KotaSai163,reject,0.0,0.0,0.004324324324324324,0.0,0.005405405405405406,0.0,0.0,0.0,0.003243243243243243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006486486486486486,0.004324324324324324,0.0
KotaSai164,select,0.0008833922261484099,0.0,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008833922261484099,0.0,0.00530035335689046,0.0017667844522968198,0.0
KotaSai165,reject,0.000975609756097561,0.0,0.0,0.0,0.001951219512195122,0.0,0.0,0.0,0.001951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0
KotaSai166,select,0.001277139208173691,0.0,0.0,0.0,0.006385696040868455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005108556832694764,0.001277139208173691,0.0
KotaSai167,reject,0.0023121387283236996,0.0,0.0,0.0,0.004624277456647399,0.0,0.0,0.0,0.0011560693641618498,0.0,0.0,0.0011560693641618498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023121387283236996,0.0011560693641618498,0.0011560693641618498
KotaSai168,select,0.0,0.0,0.0011325028312570782,0.0,0.0022650056625141564,0.0,0.0,0.0,0.0011325028312570782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056625141562853904,0.0033975084937712344,0.0
KotaSai169,select,0.0,0.0,0.0,0.0,0.0021344717182497333,0.0,0.0,0.0,0.0021344717182497333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064034151547491995,0.0032017075773745998,0.0
KotaSai170,select,0.0,0.0,0.0011641443538998836,0.0,0.0011641443538998836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011641443538998836,0.0011641443538998836,0.0
KotaSai171,reject,0.0,0.0,0.0,0.0,0.004571428571428572,0.0,0.0,0.0,0.001142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002285714285714286,0.0,0.0
KotaSai172,reject,0.0020920502092050207,0.0,0.0,0.0,0.0020920502092050207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0031380753138075313,0.0
KotaSai173,select,0.0,0.0,0.0011248593925759281,0.0,0.0011248593925759281,0.0,0.0,0.0,0.0011248593925759281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022497187851518562,0.003374578177727784,0.0
KotaSai174,reject,0.0011098779134295228,0.0,0.0011098779134295228,0.0,0.004439511653718091,0.0,0.0,0.0,0.004439511653718091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005549389567147614,0.0011098779134295228,0.0022197558268590455
KotaSai175,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011086474501108647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004434589800443459,0.0011086474501108647,0.0
KotaSai176,reject,0.0011792452830188679,0.0,0.0,0.0,0.00589622641509434,0.0,0.0,0.0,0.003537735849056604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00589622641509434,0.0047169811320754715,0.0
KotaSai177,select,0.0,0.0,0.0,0.0,0.0022650056625141564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011325028312570782,0.0011325028312570782,0.0
KotaSai178,select,0.0,0.0,0.0009380863039399625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004690431519699813,0.006566604127579738,0.0
KotaSai179,reject,0.0,0.0,0.0,0.0011363636363636363,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0011363636363636363,0.0
KotaSai180,reject,0.0010869565217391304,0.0,0.0010869565217391304,0.0010869565217391304,0.003260869565217391,0.0,0.0,0.0,0.003260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.002173913043478261,0.003260869565217391
KotaSai181,select,0.0,0.0,0.0,0.0,0.0012224938875305623,0.0,0.0,0.0,0.0012224938875305623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.004889975550122249,0.0
KotaSai182,reject,0.0,0.0,0.0,0.0,0.004868549172346641,0.0,0.0,0.0,0.0019474196689386564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005842259006815969,0.0019474196689386564,0.0
KotaSai183,reject,0.0008865248226950354,0.0,0.0,0.0,0.0035460992907801418,0.0,0.0,0.0,0.0026595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062056737588652485,0.0035460992907801418,0.0008865248226950354
KotaSai184,reject,0.0,0.0,0.0,0.0,0.0027906976744186047,0.0,0.0,0.0,0.0009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009302325581395349,0.0037209302325581397,0.0
KotaSai185,select,0.0,0.0,0.0,0.0,0.0035885167464114833,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961722488038277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.004784688995215311,0.0
KotaSai186,reject,0.0009624639076034649,0.0,0.0009624639076034649,0.0,0.004812319538017324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019249278152069298,0.004812319538017324,0.0
KotaSai187,select,0.0,0.0,0.0,0.0,0.0022197558268590455,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.005549389567147614,0.0011098779134295228,0.0
KotaSai188,select,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.0,0.0032537960954446853,0.0,0.0,0.0010845986984815619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004338394793926247,0.0032537960954446853,0.0
KotaSai189,reject,0.0009551098376313276,0.0,0.0028653295128939827,0.0,0.0019102196752626551,0.0,0.0,0.0,0.0028653295128939827,0.0,0.0,0.0009551098376313276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057306590257879654,0.0057306590257879654,0.0009551098376313276
KotaSai190,reject,0.0021691973969631237,0.0,0.0,0.0,0.0032537960954446853,0.0,0.0,0.0,0.0010845986984815619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010845986984815619,0.0,0.004338394793926247,0.004338394793926247,0.0
KotaSai191,reject,0.0,0.0,0.0,0.0,0.005411255411255411,0.0,0.0,0.0,0.0010822510822510823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.003246753246753247,0.0010822510822510823
KotaSai192,select,0.0,0.0,0.0,0.0,0.0010121457489878543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010121457489878543,0.0,0.0,0.0,0.0010121457489878543,0.0,0.003036437246963563,0.003036437246963563,0.0
KotaSai193,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.004020100502512563,0.003015075376884422,0.0
KotaSai194,reject,0.0008032128514056225,0.0,0.0,0.0,0.0024096385542168677,0.0,0.0,0.0,0.0024096385542168677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005622489959839358,0.004016064257028112,0.0008032128514056225
KotaSai195,reject,0.0019880715705765406,0.0,0.0019880715705765406,0.0,0.005964214711729622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009940357852882703,0.0,0.002982107355864811,0.0019880715705765406,0.0
KotaSai196,select,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0026455026455026454,0.0
KotaSai197,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001998001998001998,0.003996003996003996,0.0
KotaSai198,select,0.0,0.0,0.0,0.0,0.0020597322348094747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010298661174047373,0.0,0.0,0.0,0.0010298661174047373,0.0,0.006179196704428424,0.003089598352214212,0.0
KotaSai199,reject,0.0018501387604070306,0.0,0.0,0.0,0.0037002775208140612,0.0,0.0,0.0,0.0009250693802035153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037002775208140612,0.0018501387604070306,0.0018501387604070306
KotaSai200,reject,0.0024096385542168677,0.0,0.0012048192771084338,0.0,0.0012048192771084338,0.0,0.0,0.0,0.0024096385542168677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0012048192771084338,0.0
mr.ha941,reject,0.0,0.0,0.0034423407917383822,0.0,0.0,0.0,0.0,0.0,0.0051635111876075735,0.0,0.0,0.0,0.0,0.0,0.0017211703958691911,0.0,0.0,0.0,0.0,0.0,0.010327022375215147,0.0017211703958691911,0.0
jeffba213,select,0.0010905125408942203,0.0,0.0,0.0,0.0054525627044711015,0.0,0.0,0.0,0.004362050163576881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010905125408942203,0.0,0.009814612868047983,0.004362050163576881,0.0
crysri503,reject,0.0012755102040816326,0.0,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.003826530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0012755102040816326,0.0
verosa212,reject,0.0,0.0,0.0,0.0,0.0,0.0012195121951219512,0.0,0.0,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,0.0024390243902439024,0.0
kennpo264,select,0.0011148272017837235,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006688963210702341,0.0011148272017837235,0.0
bradcr591,reject,0.0009832841691248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009832841691248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058997050147492625,0.004916420845624385,0.0
timofo899,select,0.0,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0,0.0,0.004077471967380225,0.0,0.0,0.0020387359836901123,0.0,0.0,0.0,0.0,0.0,0.0,0.0010193679918450561,0.0,0.009174311926605505,0.0030581039755351682,0.0
amanma499,reject,0.0011086474501108647,0.0,0.0,0.0,0.005543237250554324,0.0,0.0,0.0011086474501108647,0.0022172949002217295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066518847006651885,0.005543237250554324,0.0
mrs.co137,reject,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010040160642570281,0.001004016064257028,0.0
carobu701,reject,0.0009578544061302681,0.0,0.0,0.0,0.0009578544061302681,0.0,0.0,0.0,0.0028735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006704980842911878,0.0019157088122605363,0.0
whitcl586,select,0.0,0.0,0.0,0.0,0.005509641873278237,0.0,0.0,0.0,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012396694214876033,0.0027548209366391185,0.0
geraal384,reject,0.0013020833333333333,0.0,0.0,0.0,0.0013020833333333333,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0
cheymo532,reject,0.0,0.0,0.0,0.0,0.0025673940949935813,0.0,0.0,0.0,0.007702182284980745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01540436456996149,0.0025673940949935813,0.0
cherma779,reject,0.0033594624860022394,0.0,0.0022396416573348264,0.0,0.0,0.0,0.0,0.0,0.0022396416573348264,0.0,0.0,0.0011198208286674132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006718924972004479,0.0011198208286674132,0.0
derrfr540,reject,0.0009363295880149813,0.0009363295880149813,0.0009363295880149813,0.0,0.0028089887640449437,0.0,0.0,0.0,0.0028089887640449437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009363295880149813,0.0018726591760299626,0.0
saraoc952,select,0.00129366106080207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038809831824062097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00517464424320828,0.00129366106080207,0.0
danico801,reject,0.0,0.0,0.0,0.0,0.001004016064257028,0.0,0.0,0.0,0.001004016064257028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007028112449799197,0.0,0.0
kathwa215,reject,0.0,0.0,0.0,0.0,0.012228260869565218,0.0,0.0,0.0,0.002717391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152173913043478,0.002717391304347826,0.0
kylemu426,reject,0.0011494252873563218,0.0,0.0034482758620689655,0.0,0.0011494252873563218,0.0,0.0,0.0,0.0034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011494252873563218,0.0,0.009195402298850575,0.0011494252873563218,0.0
toddbe226,select,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.0
michda845,reject,0.0,0.0,0.0023148148148148147,0.0,0.0023148148148148147,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.004629629629629629,0.0
ricksa418,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002205071664829107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011025358324145534,0.002205071664829107,0.0
mr.al966,select,0.0,0.0,0.0,0.0,0.001148105625717566,0.0,0.0,0.0,0.002296211251435132,0.0,0.0,0.002296211251435132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004592422502870264,0.004592422502870264,0.0
jennjo694,reject,0.0,0.0,0.0,0.0,0.0039164490861618795,0.0,0.0,0.0,0.0026109660574412533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007832898172323759,0.0026109660574412533,0.0
leahgr947,select,0.0,0.0,0.0,0.0,0.001141552511415525,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007990867579908675,0.001141552511415525,0.0
donnbr879,select,0.0,0.0,0.0,0.0,0.0015082956259426848,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007541478129713424,0.0030165912518853697,0.0
krisbr416,select,0.0011013215859030838,0.0,0.0,0.0,0.0011013215859030838,0.0,0.0,0.0,0.003303964757709251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011013215859030838,0.0,0.012114537444933921,0.003303964757709251,0.0
mrs.ja125,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.0,0.0
robepa968,select,0.0010845986984815619,0.0,0.0010845986984815619,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004338394793926247,0.0032537960954446853,0.0
justbr644,reject,0.0011918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023837902264600714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00834326579261025,0.003575685339690107,0.0
sandbr416,select,0.0,0.0,0.0,0.0,0.004509582863585118,0.0,0.0,0.0,0.005636978579481398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013528748590755355,0.0033821871476888386,0.002254791431792559
scotmc500,select,0.00228310502283105,0.0,0.0,0.0,0.001141552511415525,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001141552511415525,0.0,0.010273972602739725,0.00228310502283105,0.0
tomma591,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023014959723820483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011507479861910242,0.0,0.00805523590333717,0.0023014959723820483,0.0
michan193,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001226993865030675,0.0,0.008588957055214725,0.00245398773006135,0.0
codydi173,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049079754601227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007361963190184049,0.0036809815950920245,0.0
jonafr392,select,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.005376344086021506,0.0
antole900,reject,0.0,0.0,0.0,0.0,0.0020905923344947735,0.0,0.0,0.0,0.0020905923344947735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006968641114982578,0.0027874564459930314,0.0
michsh122,reject,0.002570694087403599,0.0,0.0,0.0,0.002570694087403599,0.0,0.0,0.0,0.0038560411311053984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007712082262210797,0.0,0.0
dawnbe947,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003218884120171674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006437768240343348,0.0,0.0
michmo130,select,0.002564102564102564,0.0,0.001282051282051282,0.0,0.0,0.0,0.0,0.0,0.002564102564102564,0.0,0.001282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0
dr.ja176,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020429009193054137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010214504596527069,0.0,0.007150153217568948,0.0010214504596527069,0.0
cheydo664,select,0.0,0.0,0.002861230329041488,0.0,0.004291845493562232,0.0,0.0,0.0,0.002861230329041488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010014306151645207,0.002861230329041488,0.0
johnca221,select,0.002074688796680498,0.0,0.0,0.0,0.0031120331950207467,0.0,0.0,0.0,0.002074688796680498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007261410788381743,0.0031120331950207467,0.0
ashlwi347,reject,0.0038510911424903724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038510911424903724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008985879332477536,0.0,0.0
justpe374,reject,0.0,0.0,0.0,0.0,0.004250797024442083,0.0,0.0,0.0,0.003188097768331562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009564293304994687,0.0,0.0
marcpa626,select,0.00129366106080207,0.0,0.0,0.0,0.00129366106080207,0.0,0.0,0.0,0.00258732212160414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007761966364812419,0.007761966364812419,0.0
isaaja306,select,0.0034965034965034965,0.0,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.002331002331002331,0.0,0.0011655011655011655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0034965034965034965,0.0
wendmc432,select,0.0,0.0,0.0010482180293501049,0.0,0.0020964360587002098,0.0,0.0,0.0,0.0041928721174004195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012578616352201259,0.0010482180293501049,0.0
michha263,reject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006696428571428571,0.002232142857142857,0.0
dr.ad564,reject,0.0011534025374855825,0.0,0.0,0.0,0.0011534025374855825,0.0,0.0,0.0,0.002306805074971165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057670126874279125,0.0034602076124567475,0.0
jonaha754,select,0.002317497103128621,0.0,0.0,0.0,0.005793742757821553,0.0,0.0,0.0011587485515643105,0.0034762456546929316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013904982618771726,0.002317497103128621,0.0
sharta161,reject,0.0,0.0,0.0,0.0,0.007263922518159807,0.0,0.0,0.0,0.006053268765133172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010895883777239709,0.0,0.0
